Eevee; A small, fox-like creature with soft, fluffy fur in shades of warm brown and cream. Its large ears are tipped with darker fur, and its bushy tail is ringed with white. The eyes are big, round, and full of curiosity. The body is compact and agile, covered in thick, plush fur. The texture looks velvety and warm, like a cozy pet ready to explore. Primary type is normal. Secondary type is nan. Abilities 0 is Run Away. Abilities 1 is Adaptability. Classification is Evolution Pokémon. Description is It has the ability to alter the composition of its body to suit its surrounding environment.
Vaporeon; A sleek, aquatic mammal with smooth, shiny blue skin that glistens like water. Its tail resembles a fish’s fin, wide and flowing with subtle ripples. Around its neck is a frilled white collar resembling sea foam. The eyes are deep and expressive, shining with intelligence. The body is slender yet muscular, built for swift movement underwater. "Primary type is water. Secondary type is nan. Abilities 0 is Water Absorb. Abilities 1 is nan. Classification is Bubble Jet Pokémon. Description is When Vaporeon’s fins begin to vibrate, it is a sign that rain will come within a few hours."
Jolteon; A spiky, energetic creature with bright yellow fur that looks sharp and jagged like electricity frozen in fur. The fur spikes outward in all directions, giving a rough, needle-like texture. Its eyes are sharp and alert, glowing with static energy. The body is small but tense, ready to spring into action. The overall appearance crackles with raw electric power. "Primary type is electric. Secondary type is nan. Abilities 0 is Volt Absorb. Abilities 1 is nan. Classification is Lightning Pokémon. Description is If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes."
Flareon; A warm, fiery creature with thick, fluffy fur in bright orange and red hues resembling flickering flames. Its mane is dense and plush, curling around its neck like a warm scarf. The tail is bushy and soft, waving like a fire’s flicker. The eyes are warm and calm, giving a sense of gentle heat. The fur texture is soft but dense, like a living ember. "Primary type is fire. Secondary type is nan. Abilities 0 is Flash Fire. Abilities 1 is nan. Classification is Flame Pokémon. Description is Once it has stored up enough heat, this Pokémon’s body temperature can reach up to 1,700 degrees Fahrenheit."
Porygon; A geometric, polygonal bird-like creature composed of angular shapes in pastel pink, blue, and purple. Its surfaces are smooth and faceted, reflecting light like a computer-generated model. The head is a simple angular prism with digital-looking eyes. The body parts connect with sharp edges and joints, looking mechanical and artificial. The overall feel is sleek, synthetic, and futuristic. Primary type is normal. Secondary type is nan. Abilities 0 is Trace. Abilities 1 is Download. Classification is Virtual Pokémon. Description is State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming.
Omanyte; A small, spiral-shelled creature resembling an ancient sea snail, with a hard, glossy shell featuring intricate ridges and swirls in cream and brown. The body extends from the shell with numerous short tentacles that look soft and slightly translucent. Its eyes are round and bright, full of curiosity. The shell’s texture is polished and smooth, like fossilized stone. The whole form is compact and resilient. "Primary type is rock. Secondary type is water. Abilities 0 is Swift Swim. Abilities 1 is Shell Armor. Classification is Spiral Pokémon. Description is Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem."
Omastar; A larger, evolved version of Omanyte, sporting a heavier, spiked spiral shell with jagged edges. The body protrudes with longer, tougher tentacles lined with small suction pads. The shell is rougher and more weathered, showing battle scars. Its eyes are sharper and more focused, giving it a fierce look. The texture contrasts between the hard shell and flexible limbs. "Primary type is rock. Secondary type is water. Abilities 0 is Swift Swim. Abilities 1 is Shell Armor. Classification is Spiral Pokémon. Description is Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food."
Kabuto; A small, dome-shaped creature covered in a hard, brown exoskeleton with a smooth, glossy finish. The shell is rounded like a helmet with subtle segmented lines. It has large, compound eyes that shine black and reflective. The legs are short and stubby, tucked under its shell. The texture is firm and polished, resembling an ancient fossil. "Primary type is rock. Secondary type is water. Abilities 0 is Swift Swim. Abilities 1 is Battle Armor. Classification is Shellfish Pokémon. Description is This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder."
Kabutops; A larger, bipedal evolution of Kabuto with a sleek, sharp body covered in a hard, segmented shell that gleams dark brown. Its forearms are equipped with long, curved scythe Primary type is rock. Secondary type is water. Abilities 0 is Swift Swim. Abilities 1 is Battle Armor. Classification is Shellfish Pokémon. Description is Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokémon.
Aerodactyl; A massive, bat-like creature with stony gray-purple skin, jagged wings like torn leather, and a reptilian head full of razor-sharp teeth and glaring red eyes. Looks like a prehistoric dragon with bony ridges along its snout, a long whip-like tail, and tough, scale-like textures all over its muscular frame. Its wings stretch wide and look like thin stone membranes, with visible veins and claws at the joints, giving it a fossilized pterodactyl vibe. Has horn-like protrusions on the back of its head and talons that look more like hooked daggers than feet. Its entire body appears aerodynamically built for aggressive mid-air attacks, exuding an ancient menace. Primary type is rock. Secondary type is flying. Abilities 0 is Rock Head. Abilities 1 is Pressure. Classification is Fossil Pokémon. Description is This is a ferocious Pokémon from ancient times. Apparently even modern technology is incapable of producing a perfectly restored specimen.
Snorlax; A colossal, bear-like creature covered in thick, plush, navy blue fur with a massive cream-colored belly that takes up most of its front. Its body is round and heavy like a beanbag, with stubby arms and legs barely poking out from its rotund mass. Snorlax’s face is flat and peaceful, with tiny triangle ears, closed eyes, and a calm mouth often curved in a sleepy smile. Despite its soft, cuddly appearance, its limbs are surprisingly solid, and its paws are tipped with short, blunt claws. When it sleeps, its entire form flattens slightly, like a living mattress with a slow, rising-and-falling breath. "Primary type is normal. Secondary type is nan. Abilities 0 is Immunity. Abilities 1 is Thick Fat. Classification is Sleeping Pokémon. Description is It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep."
Articuno; An elegant, sky-blue bird with long, flowing tail feathers that shimmer like icicles in sunlight, trailing behind it like a frost-drenched ribbon. Its body is sleek and smooth, with feathers that sparkle with a powdery frost and glacial gleam. Articuno’s eyes are piercing and intelligent, ice-blue with a mystical glow, sitting beneath a crest of sweeping feathers that curve backward like a crown. The wings are massive and shaped like snow-laced fans, spreading wide with each beat casting cold wind. It leaves a glittering trail of frost in the air as it soars, its form almost translucent in a snowy blur. "Primary type is ice. Secondary type is flying. Abilities 0 is Pressure. Abilities 1 is Competitive (Galarian Form). Classification is Freeze Pokémon. Description is It’s said that this Pokémon’s beautiful blue wings are made of ice. Articuno flies over snowy mountains, its long tail fluttering along behind it."
Zapdos; A jagged, electrified avian covered in bright yellow feathers that jut out in sharp angles like lightning bolts. Its eyes are intense and wild, framed by black markings that give it a stormy glare. Its wings flap erratically with bursts of electrical energy arcing off, crackling with visible sparks. The legs are long and sturdy, gray and clawed like steel pylons, ready to strike from above. Each feather seems stiff and spiked, almost metallic in texture, vibrating slightly as if always charged with thunderous power. Primary type is electric. Secondary type is flying. Abilities 0 is Pressure. Abilities 1 is Defiant (Galarian Form). Classification is Electric Pokémon. Description is This Pokémon has complete control over electricity. There are tales of Zapdos nesting in the dark depths of pitch-black thunderclouds.
Moltres; A blazing phoenix with wings and tail made entirely of living flame, the feathers appearing more like tongues of fire than solid matter. Its body is sleek and golden-orange, like molten metal sculpted into a bird’s form. The beak is long and curved, glowing with heat, while its black eyes burn with an eternal ember. The flame that surrounds it flickers constantly, giving its entire form a shimmering, fluid look as it flies. Moltres leaves fiery embers in its wake, trailing across the sky like falling stars. "Primary type is fire. Secondary type is flying. Abilities 0 is Pressure. Abilities 1 is Berserk (Galarian Form). Classification is Flame Pokémon. Description is It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow."
Dratini; A long, serpentine dragon with smooth, shiny sky-blue scales and a creamy-white underside that runs from snout to tail tip. It has a small round face with gentle, glassy purple eyes and a soft snout, giving it a look of innocence. Two white fin-like ears sprout from the sides of its head, slightly translucent and fluttery like delicate wings. Its body coils easily, flexible like a ribbon, with a gentle, polished sheen like wet stone. The tail ends in a rounded tip, often curled slightly, and it moves with a fluid grace, gliding effortlessly through air or water. "Primary type is dragon. Secondary type is nan. Abilities 0 is Shed Skin. Abilities 1 is nan. Classification is Dragon Pokémon. Description is Dratini dwells near bodies of rapidly flowing water, such as the plunge pools of waterfalls. As it grows, Dratini will shed its skin many times."
Dragonair; A majestic, elongated dragon with sleek sapphire-blue scales and a glossy, elegant body that looks almost like a living stream of water. Its neck and body stretch gracefully with a white underbelly running the full length. Two wing-like ears frame its head, and a small white horn sits like a jewel in the center of its forehead. Near the end of its tail and just under its chin, glowing blue orbs shimmer like floating gemstones, pulsing faintly with energy. It exudes an aura of serenity and mystery, often surrounded by a faint mist or sparkling motes of light. "Primary type is dragon. Secondary type is nan. Abilities 0 is Shed Skin. Abilities 1 is nan. Classification is Dragon Pokémon. Description is This Pokémon lives in pristine oceans and lakes. It can control the weather, and it uses this power to fly into the sky, riding on the wind."
Dragonite; A bulky, draconic creature with bright orange scales, a cream-colored belly, and thick limbs that give it a powerful yet friendly presence. Its face is rounded and expressive, with big green eyes, small horns, and a short snout that often carries a curious smile. Tiny wings sprout from its back—disproportionately small but capable of swift flight, giving it a slightly cartoonish charm. Its tail is thick and tapers to a rounded point, used for balance and powerful movement. The skin has a soft, leathery texture with faint scale lines, like a cross between a lizard and a gentle giant. "Primary type is dragon. Secondary type is flying. Abilities 0 is Inner Focus. Abilities 1 is nan. Classification is Dragon Pokémon. Description is It’s a kindhearted Pokémon. If it spots a drowning person or Pokémon, Dragonite simply must help them."
Mewtwo; A sleek, humanoid psychic beast with a pale gray-purple body, a long thick tail that curves upward, and sinewy muscles giving it a formidable build. Its face is sharp and angular, with intense feline-like eyes glowing with psychic energy. Horn-like structures rise from its head and back, giving it an alien, bio-engineered look. The fingers are long and precise, almost surgical, while the body moves with calculated efficiency, almost levitating rather than walking. It radiates controlled power, and its skin appears smooth and tight like synthetic armor stretched over a super-powered frame. "Primary type is psychic. Secondary type is nan. Abilities 0 is Pressure. Abilities 1 is nan. Classification is Genetic Pokémon. Description is Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different."
Mew; A tiny, light pink feline-like creature with a round, childlike face, large expressive eyes, and a long, whip-like tail that curls whimsically behind it. Its body is soft and rounded, with small arms and legs, almost like a plush toy come to life. It floats effortlessly, often upside down or spinning lazily, its skin gleaming with a subtle shimmer like pearl or satin. Despite its size, it gives off an aura of immense psychic potential, with little sparkles of energy that follow its motion. It often moves with playful grace, flipping and gliding like a bubble on the breeze. "Primary type is psychic. Secondary type is nan. Abilities 0 is Synchronize. Abilities 1 is nan. Classification is New Species Pokémon. Description is When viewed through a microscope, this Pokémon’s short, fine, delicate hair can be seen."
Chikorita; A small, pale green dinosaur-like Pokémon with a round head and big, innocent red eyes. it has a single, large leaf sprouting from its forehead that waves gently. its smooth skin has a soft, almost velvety texture. the leaf is bright green with visible veins, slightly curled at the edges. it stands on four stubby legs, each ending in tiny toes with gentle claws. "Primary type is grass. Secondary type is nan. Abilities 0 is Overgrow. Abilities 1 is nan. Classification is Leaf Pokémon. Description is In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around."
Bayleef; Larger and more robust than Chikorita, Bayleef’s body is a vibrant yellow-green with a stout neck encircled by curled, thick leaves resembling a leafy collar. the leaves have a waxy, glossy texture and emit a fresh, citrus scent. its head sports a curved horn-like bud. its eyes are calm and determined, framed by subtle markings. the skin is smooth but tougher than Chikorita’s, hinting at increased endurance. Primary type is grass. Secondary type is nan. Abilities 0 is Overgrow. Abilities 1 is nan. Classification is Leaf Pokémon. Description is Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.
Meganium; A majestic, quadrupedal Pokémon with a long neck and elegant posture. its skin is a pastel green with subtle, darker green spots. around its neck blooms a large, vivid pink flower with multiple layered petals, each petal soft and velvety with a faint glow. its eyes are large and kind, giving off a soothing presence. the body is sleek but muscular, covered with fine, leaf-like scales that shimmer gently. "Primary type is grass. Secondary type is nan. Abilities 0 is Overgrow. Abilities 1 is nan. Classification is Herb Pokémon. Description is The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit."
Cyndaquil; A small, timid, and chubby quadruped resembling a mouse or weasel, covered in soft, short fur colored deep blue on the back and creamy beige on the belly. a long snout and closed eyes add to its shy expression. flames sprout from its back in jagged, flickering bursts that vary in intensity depending on its mood. the texture of its fur appears plush, with the fiery flames creating a stark contrast. "Primary type is fire. Secondary type is nan. Abilities 0 is Blaze. Abilities 1 is nan. Classification is Fire Mouse Pokémon. Description is Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion."
Quilava; Sleek and agile with a lithe body covered in smooth, blue fur, complemented by creamy yellow patches on its underbelly and face. flames blaze along its back and the tops of its head, flickering sharply with an orange-red hue. its eyes are sharp and alert, with pointed ears and a streamlined snout. muscular limbs end in claws designed for quick movements. the flames look wild but controlled, giving a fierce appearance. Primary type is fire. Secondary type is nan. Abilities 0 is Blaze. Abilities 1 is nan. Classification is Volcano Pokémon. Description is Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.
Typhlosion; A large, imposing Pokémon with a stocky body covered in coarse, dark blue fur and a creamy yellow underbelly. thick, blazing flames erupt from its neck, roaring outward in bursts like a fiery mane. its face is fierce with sharp, piercing eyes and a slightly upturned snout. powerful limbs with claws capable of causing destruction. the fur near the flames looks singed and rugged, adding to its intimidating aura. Primary type is fire. Secondary type is nan. Abilities 0 is Blaze. Abilities 1 is nan. Classification is Volcano Pokémon. Description is Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.
Totodile; A small, stout, crocodile-like Pokémon with bright blue scales and a large, toothy grin full of sharp, jagged teeth. red spines run along its back, resembling fins. its eyes gleam with mischievous energy. the skin is tough and scaly, with a slightly rough texture. its body is compact and muscular, designed for quick bites and snaps despite its size. "Primary type is water. Secondary type is nan. Abilities 0 is Torrent. Abilities 1 is nan. Classification is Big Jaw Pokémon. Description is Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury."
Croconaw; Larger and more aggressive-looking, Croconaw’s blue scales are darker and rougher. jagged red ridges along its back grow sharper and more pronounced. its jaws are massive, filled with sharp teeth tipped with barbs that curve backward. its eyes are narrow and fierce, with a scar-like pattern on its snout. its limbs are thick and sturdy, ending in powerful claws capable of gripping tightly. "Primary type is water. Secondary type is nan. Abilities 0 is Torrent. Abilities 1 is nan. Classification is Big Jaw Pokémon. Description is Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in."
Feraligatr; A huge, brawny crocodilian Pokémon with deep blue, armored scales and a bright yellow belly. large spikes and ridges line its back and jawline, enhancing its intimidating silhouette. its mouth is massive, packed with razor-sharp teeth, and it has fierce red eyes. muscular limbs support its heavy frame, with clawed hands and feet built for power and speed. the texture of its skin is rough and cracked, resembling armor plating. "Primary type is water. Secondary type is nan. Abilities 0 is Torrent. Abilities 1 is nan. Classification is Big Jaw Pokémon. Description is Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed."
Sentret; A small, round mammalian Pokémon covered in soft, light brown fur with darker brown stripes on its back. it has large, expressive eyes and tiny, rounded ears. its tail is long and bushy with alternating dark and light rings. the fur appears fluffy and well-groomed. it stands on two hind legs with a cautious posture, always alert and ready to scurry away. "Primary type is normal. Secondary type is nan. Abilities 0 is Run Away. Abilities 1 is Keen Eye. Classification is Scout Pokémon. Description is When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear."
Furret; Elongated and slender, Furret’s body resembles a weasel or ferret, covered in smooth, creamy beige fur with dark brown stripes running horizontally. its face is sharp with large, curious eyes and a pink nose. it moves with grace and agility, the fur sleek and silky. its short limbs end in delicate claws, perfect for quick escapes through narrow spaces. "Primary type is normal. Secondary type is nan. Abilities 0 is Run Away. Abilities 1 is Keen Eye. Classification is Long Body Pokémon. Description is Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet."
Hoothoot; A small, round owl Pokémon with soft, brown feathers and lighter beige on its face and belly. its large, red-rimmed eyes are wide and expressive, giving a slightly comical appearance. it stands on one foot, alternating quickly with the other. its feathers are fluffy and textured, with small tufts above its eyes resembling eyebrows. the beak is short and curved. "Primary type is normal. Secondary type is flying. Abilities 0 is Insomnia. Abilities 1 is Keen Eye. Classification is Owl Pokémon. Description is It always stands on one foot. It changes feet so fast, the movement can rarely be seen."
Noctowl; Larger and more solemn than Hoothoot, Noctowl’s plumage is a mix of dark browns, grays, and cream colors arranged in intricate patterns. its face is framed by a flat, circular disk of feathers, with piercing, golden eyes adapted for night vision. the feathers are dense and smooth, giving it a sleek, silent flight profile. broad wings and a sharp beak emphasize its predatory nature. Primary type is normal. Secondary type is flying. Abilities 0 is Insomnia. Abilities 1 is Keen Eye. Classification is Owl Pokémon. Description is Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.
Ledyba; A small, round ladybug-like Pokémon with a bright red shell covered in black spots. its head is black with big, gentle eyes and short antennae. six black legs peek out from beneath its rounded body. the shell has a glossy, polished texture that shines in the light. the wings underneath the shell are delicate and translucent. "Primary type is bug. Secondary type is flying. Abilities 0 is Swarm. Abilities 1 is Early Bird. Classification is Five Star Pokémon. Description is This Pokémon is very sensitive to cold. In the warmth of Alola, it appears quite lively."
Ledian; Larger and more elegant than Ledyba, with a bright red body and a series of black spots arranged in symmetrical, star-like patterns on its back. its eyes are large and focused, and it has long, slender antennae. the wings are transparent with a faint iridescent sheen. its legs are long and thin, designed for swift, graceful movement. the shell is smooth and shiny. "Primary type is bug. Secondary type is flying. Abilities 0 is Swarm. Abilities 1 is Early Bird. Classification is Five Star Pokémon. Description is It’s said that the patterns on its back are related to the stars in the night sky, but the details of that relationship remain unclear."
Spinarak; A small, spider-like Pokémon with a greenish-yellow body and a pattern of black markings resembling a face on its back. its eight legs are slender and tipped with tiny claws. the body is covered in fine hairs giving a slightly fuzzy texture. its mouthparts include fangs capable of injecting venom. silk threads can be seen glistening as it weaves webs. "Primary type is bug. Secondary type is poison. Abilities 0 is Swarm. Abilities 1 is Insomnia. Classification is String Spit Pokémon. Description is With threads from its mouth, it fashions sturdy webs that won’t break even if you set a rock on them."
Ariados; Larger and more menacing than Spinarak, with a deep red and black segmented body. it has long, sharp legs covered in spines and hooks. its eyes glow with a fierce yellow light. the texture of its exoskeleton is hard and glossy, resembling polished armor. its mouthparts are large and powerful, perfect for spewing sticky silk and biting prey. "Primary type is bug. Secondary type is poison. Abilities 0 is Swarm. Abilities 1 is Insomnia. Classification is Long Leg Pokémon. Description is Every night, it wanders around in search of prey, whose movements it restrains by spewing threads before it bites into them with its fangs."
Crobat; Sleek and bat-like with a streamlined, aerodynamic body colored deep purple. it has four wings — two large primary wings and two smaller secondary ones — allowing for silent, swift flight. its eyes are small and sharp, glowing red. its legs are thin and have sharp claws. the skin appears smooth and leathery. its mouth houses sharp fangs for quick attacks. "Primary type is poison. Secondary type is flying. Abilities 0 is Inner Focus. Abilities 1 is nan. Classification is Bat Pokémon. Description is Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck."
Chinchou; A small, round, deep-sea fish-like Pokémon colored dark blue with a smooth, rubbery texture. it has two long antennae ending in glowing yellow orbs that emit electric charges. its eyes are large and reflective. fins are small and rounded. the glowing orbs pulse softly, creating an eerie light in dark waters. "Primary type is water. Secondary type is electric. Abilities 0 is Volt Absorb. Abilities 1 is Illuminate. Classification is Angler Pokémon. Description is Its antennae, which evolved from a fin, have both positive and negative charges flowing through them."
Lanturn; Larger and more bulbous than Chinchou, with a dark blue, smooth body shaped like a lantern fish. its antennae end in big, bright yellow orbs that shine intensely, illuminating deep ocean waters. its eyes are wide and gentle. the skin looks slick and wet. the orbs emit a steady, radiant glow capable of lighting vast underwater spaces. Primary type is water. Secondary type is electric. Abilities 0 is Volt Absorb. Abilities 1 is Illuminate. Classification is Light Pokémon. Description is The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles.
Pichu; A tiny, chubby rodent Pokémon with bright yellow fur and large, pointed black-tipped ears. its cheeks have small pink circles that store electricity. its eyes are wide and innocent. its tail is short and jagged. the fur looks soft and fluffy, with an energetic posture despite its size. "Primary type is electric. Secondary type is nan. Abilities 0 is Static. Abilities 1 is nan. Classification is Tiny Mouse Pokémon. Description is Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself."
Cleffa; A small, round, star-shaped baby Pokémon covered in soft, pink fur. it has large, dark eyes and a small, curled tail. its arms and legs are stubby. the texture of its fur is plush and cloud-like. its expression is gentle and curious, evoking feelings of warmth and innocence. "Primary type is fairy. Secondary type is nan. Abilities 0 is Cute Charm. Abilities 1 is Magic Guard. Classification is Star Shape Pokémon. Description is According to local rumors, Cleffa are often seen in places where shooting stars have fallen."
Igglybuff; A round, balloon-like Pokémon with a soft pink body resembling a marshmallow. its skin is smooth and slightly translucent. it has big blue eyes and a small curl of hair on its forehead. its cheeks are rosy. the body looks squishy and delicate. it sings with a sweet voice, adding to its adorable appearance. Primary type is normal. Secondary type is fairy. Abilities 0 is Cute Charm. Abilities 1 is Competitive. Classification is Balloon Pokémon. Description is Igglybuff loves to sing. Its marshmallow-like body gives off a faint sweet smell.
Togepi; A tiny Pokémon mostly hidden inside a white eggshell decorated with red and blue triangular markings. only its small, smiling face and stubby limbs peek out. the shell’s texture is smooth and glossy, contrasting with Togepi’s soft, cream-colored skin. its expression radiates joy and innocence. Primary type is fairy. Secondary type is nan. Abilities 0 is Hustle. Abilities 1 is Serene Grace. Classification is Spike Ball Pokémon. Description is The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.
Togetic; A small, fairy-like Pokémon with a white, smooth body and soft, rounded wings adorned with red and blue spots. its arms are thin and delicate. its eyes are gentle and sparkling. its overall shape is light and airy, giving the impression it could float effortlessly. its skin looks soft and silky. "Primary type is fairy. Secondary type is flying. Abilities 0 is Hustle. Abilities 1 is Serene Grace. Classification is Happiness Pokémon. Description is They say that it will appear before kindhearted, caring people and shower them with happiness."
Natu; A tiny bird-like Pokémon with a round body covered in bright green feathers and a small, pointed beak. it has large, yellow eyes and short wings. its feathers are smooth with a subtle shine. it perches nimbly on tree branches, its posture alert and curious. the texture of its feathers looks soft yet resilient. Primary type is psychic. Secondary type is flying. Abilities 0 is Synchronize. Abilities 1 is Early Bird. Classification is Little Bird Pokémon. Description is It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.
Xatu; Larger and more mystical in appearance, Xatu has a tall, slender body covered in green feathers with red and yellow markings. its face is angular with piercing eyes that seem to stare into space. it has large, feathered wings folded neatly at its sides. its feathers have a glossy texture, reflecting light. it stands upright, radiating wisdom and mystery. Primary type is psychic. Secondary type is flying. Abilities 0 is Synchronize. Abilities 1 is Early Bird. Classification is Mystic Pokémon. Description is They say that it stays still and quiet because it is seeing both the past and future at the same time.
Mareep; A small, sheep-like Pokémon covered in fluffy, pastel blue wool that looks soft and cloud-like. its face and legs are yellow and smooth. it has a small tail tipped with a glowing orb. the wool appears thick and insulating, charged with static electricity. its eyes are gentle and calm. "Primary type is electric. Secondary type is nan. Abilities 0 is Static. Abilities 1 is nan. Classification is Wool Pokémon. Description is Clothing made from Mareep’s fleece is easily charged with static electricity, so a special process is used on it."
Flaaffy; A mid-sized sheep Pokémon with less wool than Mareep, showing its smooth pink skin underneath. its wool is patchy and fluffy, especially around the neck and tail. its tail ends with a glowing blue orb. the skin is rubbery and shiny, contrasting with the soft wool. its eyes look alert and energetic. "Primary type is electric. Secondary type is nan. Abilities 0 is Static. Abilities 1 is nan. Classification is Wool Pokémon. Description is In the places on its body where fleece doesn’t grow, its skin is rubbery and doesn’t conduct electricity. Those spots are safe to touch."
Ampharos; A tall, elegant Pokémon with a yellow, smooth body and black stripes. it has a long neck ending in a rounded head with a red orb on its forehead. its tail is long and ends with a large, glowing red orb that shines brightly. the skin is sleek and polished. Ampharos carries a serene yet commanding presence. "Primary type is electric. Secondary type is nan. Abilities 0 is Static. Abilities 1 is nan. Classification is Light Pokémon. Description is The light from its tail can be seen from space. This is why you can always tell exactly where it is, which is why it usually keeps the light off."
Bellossom; A small, graceful Pokémon resembling a dancing flower. its body is green and smooth, with two large, red petals shaped like skirts on its head. it has small, delicate hands and feet. the petals have a soft, velvety texture and shimmer slightly. its eyes are bright and joyful. when it dances, the petals rub softly to create a ringing sound. "Primary type is grass. Secondary type is nan. Abilities 0 is Chlorophyll. Abilities 1 is nan. Classification is Flower Pokémon. Description is Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound."
Marill; A round, blue Pokémon with a light blue belly and large, round ears tipped with pink. its tail ends in a large, round ball that serves as a float, covered in a soft, rubbery texture. its eyes are bright and curious. its body is plump and smooth, resembling a water balloon. the tail ball appears slightly shiny and buoyant. Primary type is water. Secondary type is fairy. Abilities 0 is Thick Fat. Abilities 1 is Huge Power. Classification is Aquamouse Pokémon. Description is This Pokémon uses its round tail as a float. The ball of Marill’s tail is filled with nutrients that have been turned into an oil.
Azumarill; Larger and more elegant than Marill, Azumarill’s body is mostly a deep blue with lighter blue patches on its belly. its ears are large and round with pink insides. its tail ball is big and glossy, perfect for floating. its body is sleek but rounded, with small limbs ending in webbed paws. the skin looks smooth and slightly shiny from water exposure. "Primary type is water. Secondary type is fairy. Abilities 0 is Thick Fat. Abilities 1 is Huge Power. Classification is Aquarabbit Pokémon. Description is It spends most of its time in the water. On sunny days, Azumarill floats on the surface of the water and sunbathes."
Sudowoodo; A boulder-like Pokémon shaped like a small tree trunk with brown, rough, bark-textured skin. it has stubby arms and legs resembling branches. green, leaf-like growths sprout from its head and arms, but they are actually rigid and rock-like. its face is simple with round eyes and a small mouth, blending into its natural disguise. the texture is coarse and uneven. "Primary type is rock. Secondary type is nan. Abilities 0 is Sturdy. Abilities 1 is Rock Head. Classification is Imitation Pokémon. Description is If a tree branch shakes when there is no wind, it’s a Sudowoodo, not a tree. It hides from the rain."
Politoed; A plump, frog-like Pokémon with bright green skin and darker green spots. its eyes are large and round with yellow irises. a curly tuft of hair sits atop its head. its skin is smooth and moist-looking. its body is rounded and soft. it has webbed feet and hands perfect for swimming and calling out at night. "Primary type is water. Secondary type is nan. Abilities 0 is Water Absorb. Abilities 1 is Damp. Classification is Frog Pokémon. Description is At nightfall, these Pokémon appear on the shores of lakes. They announce their territorial claims by letting out cries that sound like shouting."
Hoppip; A small, lightweight Pokémon resembling a dandelion seed with a round pink body and three green leaves sprouting from its head. its eyes are tiny and black. its body has a smooth, soft texture. it floats gently with the wind, with the leaves fluttering delicately like wings. overall, it looks fragile yet buoyant. "Primary type is grass. Secondary type is flying. Abilities 0 is Chlorophyll. Abilities 1 is Leaf Guard. Classification is Cottonweed Pokémon. Description is This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away."
Skiploom; Slightly bigger than Hoppip, Skiploom has a round pink body and a large yellow flower blossoming on its head with four broad petals. the petals have a soft, silky texture and open wider in warmth. its eyes are small and bright. its body is smooth and plump. it bobs lightly in the breeze. "Primary type is grass. Secondary type is flying. Abilities 0 is Chlorophyll. Abilities 1 is Leaf Guard. Classification is Cottonweed Pokémon. Description is Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer."
